plant_id,gourd_type,variety_name,planting_date,days_since_planting,season,region_climate,avg_temperature,avg_humidity,avg_rainfall_mm,sunlight_hours,soil_ph,soil_moisture,soil_type,fertilizer_type,fertilizer_frequency,watering_frequency,plant_health_score,vine_length_cm,leaf_count,predicted_days_to_flower,actual_days_to_flower,male_flower_count,female_flower_count,is_hand_pollinated,pollinated_count,successful_pollinations,pollination_success_rate,days_to_pollination_result,predicted_days_to_maturity,mature_fruit_count,avg_fruit_weight_kg,total_yield_kg
PLT_00116,bottle_gourd,upo_round,2024-08-08,68,wet,tropical_lowland,27.0,80.1,18.0,4.4,6.3,52.0,silty,organic,monthly,daily,5,753.4,100,43,40.0,32,12,0,11,9,0.6,10,47,0,,
PLT_00117,squash,kalabasa_hybrid,2025-05-26,84,dry,tropical_lowland,28.8,57.1,6.4,7.6,6.7,69.5,loamy,chemical,biweekly,twice_daily,4,444.4,71,46,48.0,38,14,1,11,8,0.505,9,53,0,,
PLT_00118,bitter_gourd,ampalaya_hybrid,2025-11-15,90,wet,tropical_highland,30.2,71.2,20.2,7.0,6.9,68.5,clay,organic,weekly,twice_daily,4,502.3,76,41,44.0,60,19,1,17,10,0.604,3,47,10,0.28,2.8
PLT_00119,sponge_gourd,patola,2024-03-10,75,dry,subtropical,28.6,71.6,7.3,9.3,5.8,62.5,loamy,mixed,biweekly,daily,4,377.9,60,38,36.0,53,21,0,18,11,0.567,10,42,0,,
PLT_00120,bitter_gourd,ampalaya_hybrid,2024-05-18,35,dry,tropical_highland,30.0,64.1,8.4,7.3,6.5,54.5,silty,organic,monthly,daily,4,190.0,27,42,,0,0,1,0,0,0.577,3,42,0,,
PLT_00121,squash,kalabasa_native,2024-11-13,54,wet,tropical_lowland,28.8,85.7,27.8,6.9,6.9,59.5,silty,mixed,weekly,every_other_day,4,338.8,56,46,49.0,17,5,0,1,1,0.563,7,57,0,,
PLT_00122,cucumber,pipino_japanese,2025-01-11,93,dry,subtropical,31.0,67.3,0.7,8.6,6.0,72.1,silty,none,monthly,daily,4,290.6,49,38,38.0,44,28,0,28,10,0.375,4,39,10,0.17,1.7
PLT_00123,cucumber,pipino_native,2024-03-21,40,dry,tropical_lowland,24.1,74.1,7.4,8.1,6.2,60.5,sandy,mixed,monthly,daily,4,142.2,30,35,37.0,7,4,1,2,2,0.638,9,40,0,,
PLT_00124,sponge_gourd,patola_smooth,2025-03-30,111,dry,tropical_lowland,28.2,59.1,1.2,8.8,6.9,69.3,loamy,mixed,none,twice_daily,5,1092.5,100,36,34.0,84,30,0,29,18,0.62,5,48,18,0.67,12.06
PLT_00125,cucumber,pipino,2025-09-14,76,wet,subtropical,30.9,83.1,12.6,5.0,7.1,56.7,sandy,organic,biweekly,every_other_day,3,246.1,44,29,29.0,31,18,0,18,7,0.473,5,40,7,0.37,2.59
PLT_00126,sponge_gourd,patola_smooth,2025-01-14,70,dry,tropical_highland,31.1,60.7,8.2,9.6,7.0,77.6,loamy,chemical,monthly,twice_daily,4,409.0,64,41,42.0,40,14,0,10,3,0.484,5,48,0,,
PLT_00127,squash,kalabasa,2025-01-31,108,dry,tropical_lowland,31.2,58.5,5.5,10.0,7.1,51.3,clay,mixed,none,daily,4,932.0,100,42,45.0,98,30,1,29,16,0.601,4,57,16,3.4,54.4
PLT_00128,cucumber,pipino,2024-03-16,74,dry,subtropical,30.5,65.2,3.0,8.7,6.8,76.2,silty,organic,monthly,every_other_day,4,257.5,46,34,36.0,31,16,1,14,9,0.634,5,35,9,0.35,3.15
PLT_00129,bottle_gourd,upo_long,2025-12-18,60,dry,tropical_highland,26.2,66.1,7.3,8.8,6.1,60.7,sandy,organic,biweekly,daily,4,301.3,46,47,50.0,34,10,0,10,8,0.614,8,51,0,,
PLT_00130,bottle_gourd,upo_round,2025-07-18,91,wet,tropical_lowland,26.9,76.1,27.5,7.0,6.3,63.5,loamy,organic,monthly,twice_daily,4,670.9,100,46,45.0,65,25,1,24,20,0.733,4,52,0,,
PLT_00131,bitter_gourd,ampalaya_oblong,2025-10-19,111,wet,tropical_lowland,26.0,82.4,17.1,6.4,5.9,67.6,silty,mixed,biweekly,every_other_day,5,582.0,100,38,39.0,100,30,1,27,21,0.74,3,51,21,0.43,9.03
PLT_00132,sponge_gourd,patola,2024-06-05,96,wet,tropical_lowland,27.6,86.5,20.0,4.2,5.9,60.0,sandy,mixed,biweekly,twice_daily,4,686.8,100,40,42.0,65,26,1,24,12,0.555,7,45,12,0.46,5.52
PLT_00133,squash,kalabasa_hybrid,2024-11-06,114,wet,tropical_lowland,28.6,71.8,14.4,5.8,6.8,80.0,loamy,chemical,biweekly,daily,4,810.1,100,45,42.0,80,30,1,30,16,0.608,3,58,16,2.84,45.44
PLT_00134,squash,kalabasa_native,2025-10-18,110,wet,subtropical,29.4,81.8,13.7,5.1,6.3,50.8,sandy,none,weekly,twice_daily,3,535.7,80,48,48.0,102,26,0,24,9,0.33,6,52,9,4.55,40.95
PLT_00135,cucumber,pipino,2024-10-31,91,wet,subtropical,31.1,73.7,26.1,5.4,6.5,54.0,loamy,chemical,none,twice_daily,4,408.5,76,33,32.0,68,30,0,30,12,0.436,8,39,12,0.18,2.16
PLT_00136,cucumber,pipino,2024-12-19,89,dry,tropical_lowland,32.3,68.1,9.6,7.2,5.9,58.5,clay,organic,monthly,daily,3,381.7,59,32,31.0,30,17,0,14,7,0.546,4,38,7,0.26,1.82
PLT_00137,squash,kalabasa_native,2025-01-28,70,dry,tropical_highland,32.5,56.3,4.9,7.1,5.9,77.2,sandy,chemical,monthly,every_other_day,3,370.4,65,43,42.0,23,9,1,8,5,0.437,10,59,0,,
PLT_00138,bitter_gourd,ampalaya_bilog,2025-05-24,104,dry,tropical_highland,30.2,73.7,0.5,8.3,6.2,71.9,silty,none,biweekly,daily,4,592.4,100,42,43.0,96,30,0,28,13,0.412,10,48,13,0.27,3.51
PLT_00139,bitter_gourd,ampalaya_oblong,2024-01-09,76,dry,tropical_highland,25.3,58.0,2.3,7.8,7.0,66.8,sandy,mixed,monthly,twice_daily,4,500.1,82,41,42.0,46,13,1,13,9,0.573,6,46,0,,
PLT_00140,bitter_gourd,ampalaya_oblong,2024-10-22,42,wet,tropical_lowland,28.7,79.7,13.3,6.8,7.0,70.1,silty,mixed,weekly,daily,4,250.0,37,36,34.0,20,6,0,4,4,0.542,8,45,0,,
PLT_00141,squash,kalabasa_native,2025-09-08,72,wet,tropical_highland,30.8,79.2,11.0,6.4,6.1,57.8,loamy,organic,weekly,daily,4,632.4,98,39,40.0,73,19,1,16,12,0.639,5,54,0,,
PLT_00142,bottle_gourd,upo_long,2024-11-22,102,wet,subtropical,31.9,85.4,10.5,4.2,6.4,77.3,clay,mixed,none,every_other_day,3,414.8,85,47,44.0,57,19,1,15,7,0.478,8,61,0,,
PLT_00143,squash,kalabasa_native,2025-03-02,104,dry,subtropical,32.5,74.3,2.0,8.6,6.2,73.8,loamy,none,monthly,every_other_day,4,934.9,100,49,51.0,79,24,1,24,11,0.436,5,57,0,,
PLT_00144,cucumber,pipino,2025-09-26,32,wet,tropical_highland,30.8,76.3,27.1,6.7,6.2,79.5,sandy,organic,weekly,daily,4,113.7,17,31,32.0,10,4,0,1,1,0.486,6,39,0,,
PLT_00145,cucumber,pipino_native,2025-09-18,71,wet,subtropical,28.6,82.3,11.7,6.6,6.9,65.2,loamy,chemical,biweekly,every_other_day,3,317.0,59,36,35.0,27,16,1,14,7,0.548,10,39,0,,
PLT_00146,sponge_gourd,patola_ridged,2025-07-13,65,wet,subtropical,27.0,70.3,21.2,5.6,6.8,76.7,clay,none,biweekly,daily,4,308.7,50,43,45.0,43,15,0,13,5,0.4,6,49,0,,
PLT_00147,sponge_gourd,patola_smooth,2025-05-15,103,dry,tropical_highland,31.8,61.3,4.7,9.5,6.4,60.7,clay,mixed,monthly,daily,5,687.6,100,37,34.0,85,30,0,29,14,0.488,5,43,14,0.37,5.18
PLT_00148,bitter_gourd,ampalaya_oblong,2024-10-21,55,wet,tropical_lowland,28.1,79.0,25.0,6.0,6.7,60.6,silty,mixed,none,daily,4,381.6,70,40,41.0,41,12,0,12,7,0.557,5,45,0,,
PLT_00149,bottle_gourd,upo_smooth,2025-08-23,42,wet,tropical_lowland,28.0,83.7,11.4,4.5,7.0,56.8,loamy,chemical,biweekly,daily,4,318.0,54,48,,0,0,1,0,0,0.622,10,52,0,,
PLT_00150,bottle_gourd,upo_smooth,2025-11-28,113,wet,subtropical,26.2,76.1,23.1,6.8,7.0,73.0,sandy,none,none,twice_daily,3,512.0,91,52,49.0,67,20,1,18,8,0.444,7,63,0,,
PLT_00151,squash,kalabasa,2024-04-01,34,dry,tropical_highland,25.2,63.9,4.6,9.6,6.6,61.4,loamy,chemical,none,daily,4,295.8,48,43,,0,0,1,0,0,0.554,9,54,0,,
PLT_00152,sponge_gourd,patola,2024-07-09,66,wet,tropical_lowland,31.5,85.1,26.1,4.1,7.1,71.8,loamy,mixed,weekly,twice_daily,4,338.3,54,40,43.0,46,16,1,16,12,0.614,10,44,0,,
PLT_00153,cucumber,pipino_japanese,2025-05-31,88,dry,subtropical,29.9,56.9,2.4,7.0,6.5,59.0,sandy,organic,monthly,daily,3,257.4,48,34,36.0,45,19,1,15,10,0.65,7,42,10,0.16,1.6
PLT_00154,bottle_gourd,upo_round,2024-07-16,81,wet,tropical_lowland,29.5,89.9,27.1,5.6,5.9,74.9,silty,none,monthly,daily,3,326.6,56,49,46.0,30,9,0,6,3,0.37,8,60,0,,
PLT_00155,cucumber,pipino,2024-09-24,104,wet,subtropical,31.3,81.4,20.3,5.3,6.2,63.0,silty,mixed,monthly,twice_daily,5,738.1,100,34,31.0,64,30,0,28,12,0.474,3,41,12,0.21,2.52
PLT_00156,sponge_gourd,patola,2025-04-21,67,dry,tropical_lowland,29.6,57.1,3.8,8.5,6.7,78.5,silty,mixed,weekly,every_other_day,4,403.7,70,41,41.0,37,14,1,11,5,0.56,10,45,0,,
PLT_00157,sponge_gourd,patola_smooth,2025-09-12,106,wet,subtropical,28.2,79.4,10.9,4.4,6.2,79.1,silty,chemical,biweekly,every_other_day,3,380.4,56,37,34.0,46,21,1,21,12,0.565,4,46,12,0.3,3.6
PLT_00158,squash,kalabasa_hybrid,2024-03-04,96,dry,tropical_lowland,26.4,55.7,1.1,8.0,6.9,67.2,sandy,chemical,biweekly,twice_daily,4,927.2,100,40,41.0,90,29,0,26,14,0.457,10,53,14,1.9,26.6
PLT_00159,bitter_gourd,ampalaya_oblong,2025-04-01,37,dry,subtropical,27.8,65.1,8.7,8.5,6.8,79.8,sandy,none,none,every_other_day,3,143.8,15,45,,0,0,1,0,0,0.335,7,50,0,,
PLT_00160,cucumber,pipino_japanese,2024-01-23,84,dry,tropical_highland,30.7,61.2,8.2,9.9,6.9,50.0,loamy,chemical,weekly,daily,4,316.9,54,33,30.0,39,25,1,25,13,0.614,4,41,13,0.18,2.34
PLT_00161,cucumber,pipino,2024-10-20,87,wet,tropical_lowland,28.3,79.1,17.4,4.4,6.4,72.5,sandy,none,monthly,twice_daily,4,435.5,67,36,34.0,54,26,0,26,11,0.452,8,38,11,0.37,4.07
PLT_00162,cucumber,pipino_native,2025-07-04,68,wet,tropical_lowland,30.3,72.4,28.0,4.2,6.5,54.3,sandy,chemical,weekly,daily,4,264.2,43,34,32.0,38,19,1,19,11,0.514,9,38,0,,
PLT_00163,sponge_gourd,patola,2025-04-16,114,dry,tropical_lowland,25.4,66.2,3.4,9.2,6.7,75.4,clay,chemical,weekly,daily,3,572.2,91,44,41.0,73,26,1,22,8,0.421,6,52,8,0.71,5.68
PLT_00164,bitter_gourd,ampalaya_oblong,2025-08-31,86,wet,tropical_lowland,31.1,88.3,18.6,5.0,6.6,61.1,loamy,chemical,weekly,twice_daily,4,521.6,91,44,47.0,58,19,1,15,7,0.502,7,45,0,,
PLT_00165,sponge_gourd,patola_ridged,2025-08-12,114,wet,subtropical,26.9,87.8,16.9,4.5,5.8,69.4,clay,chemical,monthly,daily,3,366.5,53,43,44.0,78,29,0,27,10,0.385,3,43,10,0.41,4.1
PLT_00166,cucumber,pipino_native,2024-06-28,115,wet,tropical_lowland,31.9,79.1,23.8,4.4,6.5,50.8,silty,organic,monthly,every_other_day,5,596.9,100,32,31.0,46,30,1,28,19,0.642,9,35,19,0.19,3.61
PLT_00167,bottle_gourd,upo_round,2025-01-20,120,dry,tropical_highland,24.3,70.1,4.6,7.9,7.1,53.5,silty,chemical,biweekly,twice_daily,3,769.8,100,49,50.0,80,23,1,19,12,0.52,9,53,12,1.85,22.2
PLT_00168,bottle_gourd,upo_long,2025-06-26,112,wet,tropical_lowland,29.2,73.1,21.1,5.6,6.9,75.0,sandy,mixed,biweekly,twice_daily,3,507.1,82,43,42.0,48,21,1,19,9,0.555,6,56,9,1.68,15.12
PLT_00169,squash,kalabasa_hybrid,2025-01-21,115,dry,tropical_lowland,34.6,66.2,3.5,8.7,6.0,63.3,loamy,organic,biweekly,every_other_day,4,806.0,100,47,45.0,103,30,0,27,17,0.616,7,55,17,1.64,27.88
PLT_00170,bitter_gourd,ampalaya_hybrid,2024-07-13,60,wet,subtropical,28.9,80.9,14.6,6.9,7.1,71.7,silty,chemical,biweekly,twice_daily,3,197.6,33,45,47.0,37,10,0,8,5,0.454,10,48,0,,
PLT_00171,sponge_gourd,patola_smooth,2025-01-02,90,dry,tropical_lowland,27.0,72.5,9.4,7.4,6.4,79.4,clay,none,none,daily,4,571.9,88,42,43.0,51,23,1,21,9,0.416,9,44,9,0.56,5.04
PLT_00172,bottle_gourd,upo_smooth,2024-08-14,55,wet,subtropical,29.0,81.5,27.3,6.9,6.4,74.8,clay,none,monthly,daily,4,485.3,88,50,52.0,9,4,0,4,1,0.433,10,54,0,,
PLT_00173,sponge_gourd,patola_smooth,2025-12-02,75,dry,subtropical,33.8,56.2,8.8,8.3,6.5,68.8,silty,none,none,daily,5,646.0,100,41,43.0,41,18,0,18,8,0.386,5,48,0,,
PLT_00174,squash,kalabasa,2024-03-01,47,dry,subtropical,27.1,59.2,9.6,7.0,7.2,70.3,loamy,organic,weekly,twice_daily,4,238.4,44,40,40.0,11,3,0,1,0,0.569,6,57,0,,
PLT_00175,bitter_gourd,ampalaya_hybrid,2025-01-17,98,dry,subtropical,25.6,70.1,7.7,9.0,6.9,75.4,silty,none,weekly,daily,3,401.5,66,47,46.0,68,22,1,18,9,0.375,7,49,9,0.19,1.71
PLT_00176,squash,kalabasa_hybrid,2024-01-18,97,dry,tropical_highland,32.9,74.0,0.7,9.9,6.5,59.0,silty,chemical,weekly,daily,4,870.3,100,44,43.0,82,23,0,23,11,0.386,7,54,0,,
PLT_00177,bitter_gourd,ampalaya_oblong,2025-02-10,58,dry,tropical_highland,26.6,60.6,8.0,9.8,6.4,77.2,silty,none,biweekly,every_other_day,3,203.5,34,42,42.0,20,6,1,2,0,0.396,4,54,0,,
PLT_00178,squash,kalabasa_native,2025-01-21,93,dry,subtropical,25.4,72.8,5.0,8.3,6.6,68.7,loamy,organic,biweekly,daily,4,577.5,94,42,39.0,93,26,1,24,18,0.686,4,57,0,,
PLT_00179,bottle_gourd,upo_round,2024-08-23,117,wet,tropical_highland,29.3,80.4,12.9,6.3,6.2,64.9,silty,mixed,weekly,daily,4,879.6,100,45,42.0,72,30,1,30,16,0.589,5,54,16,3.1,49.6
PLT_00180,squash,kalabasa,2024-07-31,102,wet,tropical_highland,26.0,74.9,24.8,4.9,5.9,60.8,silty,organic,monthly,daily,4,669.8,100,43,46.0,96,26,1,25,18,0.652,8,58,18,4.68,84.24
PLT_00181,bitter_gourd,ampalaya_hybrid,2024-05-23,59,dry,tropical_highland,28.2,74.3,0.9,9.1,6.5,61.6,clay,organic,weekly,twice_daily,5,296.0,52,40,37.0,31,9,0,9,7,0.594,9,46,0,,
PLT_00182,sponge_gourd,patola_smooth,2025-10-11,78,wet,subtropical,27.8,72.1,25.6,5.9,5.9,60.8,silty,chemical,monthly,every_other_day,3,335.3,59,41,40.0,37,15,0,15,7,0.417,4,44,0,,
PLT_00183,bitter_gourd,ampalaya_bilog,2024-09-09,111,wet,tropical_lowland,28.2,71.0,25.4,5.2,7.0,75.5,clay,chemical,none,every_other_day,4,601.3,99,39,36.0,106,30,1,28,17,0.593,4,43,17,0.2,3.4
PLT_00184,cucumber,pipino_japanese,2024-11-11,53,wet,tropical_lowland,29.9,84.8,16.3,5.9,6.4,71.4,clay,organic,biweekly,daily,5,255.9,42,30,27.0,30,16,1,16,11,0.556,9,36,0,,
PLT_00185,sponge_gourd,patola_ridged,2024-04-01,67,dry,subtropical,33.2,55.3,3.8,8.0,5.8,53.7,loamy,mixed,none,daily,4,376.3,75,35,36.0,34,17,0,13,8,0.497,6,48,0,,
PLT_00186,cucumber,pipino,2024-06-22,93,wet,tropical_highland,29.1,83.6,16.2,6.3,6.9,65.6,sandy,mixed,monthly,twice_daily,4,353.1,60,32,32.0,39,26,0,25,14,0.546,9,35,14,0.28,3.92
PLT_00187,sponge_gourd,patola_smooth,2024-03-19,43,dry,tropical_highland,27.8,62.4,0.0,7.9,6.7,79.2,sandy,none,biweekly,twice_daily,4,306.2,40,43,43.0,2,1,0,1,0,0.33,9,45,0,,
PLT_00188,cucumber,pipino_native,2024-12-08,118,dry,tropical_highland,32.2,64.5,0.6,9.9,7.1,73.6,sandy,mixed,monthly,every_other_day,3,521.1,88,35,37.0,44,28,1,25,13,0.479,8,39,13,0.2,2.6
PLT_00189,cucumber,pipino_native,2025-12-12,80,dry,subtropical,25.5,67.4,7.8,8.7,6.0,74.3,sandy,mixed,none,twice_daily,3,301.3,46,37,40.0,39,16,0,16,6,0.444,5,39,6,0.37,2.22
PLT_00190,bitter_gourd,ampalaya_hybrid,2025-07-17,118,wet,subtropical,30.2,71.2,12.9,4.0,6.7,63.4,silty,chemical,none,twice_daily,3,486.9,82,40,39.0,84,24,1,23,13,0.512,5,48,13,0.43,5.59
PLT_00191,sponge_gourd,patola_ridged,2024-09-04,87,wet,subtropical,28.8,80.9,18.7,4.1,6.0,63.4,sandy,none,none,daily,4,432.2,64,43,40.0,58,24,1,24,14,0.494,9,43,14,0.61,8.54
PLT_00192,squash,kalabasa_hybrid,2025-01-03,115,dry,tropical_highland,34.8,58.8,7.9,9.7,7.1,78.8,loamy,organic,biweekly,every_other_day,4,1010.5,100,43,46.0,82,30,0,30,15,0.583,9,56,15,2.37,35.55
PLT_00193,bitter_gourd,ampalaya_bilog,2025-03-16,96,dry,tropical_highland,31.0,68.3,1.6,8.7,6.9,65.0,loamy,mixed,biweekly,every_other_day,4,449.9,69,40,40.0,89,30,1,30,19,0.65,10,49,19,0.18,3.42
PLT_00194,squash,kalabasa_hybrid,2025-04-19,43,dry,tropical_lowland,28.7,55.6,4.8,9.0,6.0,58.7,sandy,mixed,weekly,twice_daily,4,428.5,71,44,,0,0,0,0,0,0.438,4,50,0,,
PLT_00195,sponge_gourd,patola_smooth,2024-05-25,91,dry,tropical_lowland,32.3,73.4,9.5,8.7,6.3,73.6,clay,none,biweekly,every_other_day,4,494.5,76,39,38.0,55,25,1,24,13,0.481,8,42,13,0.32,4.16
PLT_00196,bitter_gourd,ampalaya_bilog,2024-02-15,61,dry,tropical_highland,24.4,58.5,8.7,7.8,7.1,67.4,clay,organic,biweekly,every_other_day,4,338.6,49,44,42.0,47,13,0,10,5,0.465,9,44,0,,
PLT_00197,bottle_gourd,upo_smooth,2025-02-18,108,dry,subtropical,33.8,73.9,8.9,8.3,6.9,64.3,silty,none,weekly,every_other_day,3,596.5,97,52,50.0,62,19,1,18,7,0.333,3,51,7,3.03,21.21
PLT_00198,sponge_gourd,patola_ridged,2024-07-29,71,wet,subtropical,31.0,76.6,23.9,6.3,6.7,54.5,loamy,organic,biweekly,twice_daily,4,364.2,66,37,37.0,36,15,1,13,10,0.695,8,38,0,,
PLT_00199,cucumber,pipino_native,2025-09-17,109,wet,subtropical,26.3,89.5,14.5,4.9,6.2,56.9,loamy,mixed,monthly,twice_daily,5,755.5,100,33,31.0,55,30,1,28,18,0.578,4,39,18,0.2,3.6
PLT_00200,bitter_gourd,ampalaya_bilog,2024-11-16,118,wet,subtropical,28.2,88.0,26.1,7.0,6.9,61.8,clay,organic,biweekly,twice_daily,4,499.8,88,43,43.0,100,30,1,29,19,0.577,5,49,19,0.42,7.98
PLT_00201,bottle_gourd,upo_long,2025-03-09,47,dry,subtropical,30.4,74.0,0.4,7.8,6.6,58.9,sandy,chemical,none,twice_daily,4,254.3,52,48,,0,0,0,0,0,0.623,10,57,0,,
PLT_00202,sponge_gourd,patola,2024-02-24,101,dry,subtropical,33.1,68.9,7.1,8.4,7.1,70.8,silty,chemical,biweekly,twice_daily,3,386.0,66,43,46.0,67,24,1,23,11,0.445,9,45,11,0.47,5.17
PLT_00203,cucumber,pipino,2025-03-30,34,dry,subtropical,34.8,72.1,7.0,9.2,6.6,78.4,loamy,organic,biweekly,twice_daily,3,89.0,18,34,36.0,2,1,0,1,0,0.511,10,41,0,,
PLT_00204,squash,kalabasa_hybrid,2025-05-22,76,dry,tropical_highland,26.6,69.1,8.2,8.6,7.2,51.6,loamy,organic,monthly,every_other_day,4,707.8,100,45,42.0,53,19,1,15,11,0.674,6,59,0,,
PLT_00205,bottle_gourd,upo_long,2025-10-31,41,wet,tropical_lowland,28.4,72.6,27.3,4.5,6.2,58.7,loamy,none,monthly,twice_daily,4,335.7,59,51,,0,0,1,0,0,0.394,4,58,0,,
PLT_00206,squash,kalabasa_hybrid,2024-08-02,47,wet,subtropical,31.4,70.2,23.5,4.2,6.6,58.6,clay,none,biweekly,every_other_day,3,285.8,41,46,45.0,3,1,1,0,0,0.381,8,62,0,,
PLT_00207,squash,kalabasa,2025-09-03,64,wet,tropical_lowland,26.4,85.7,15.7,5.3,6.8,60.0,clay,mixed,monthly,every_other_day,4,622.2,100,41,40.0,52,15,1,11,6,0.646,9,54,0,,
PLT_00208,bottle_gourd,upo_round,2025-11-02,71,wet,subtropical,30.5,72.0,15.6,4.8,6.4,79.4,sandy,chemical,biweekly,every_other_day,3,304.5,47,48,50.0,28,8,1,7,4,0.486,5,55,0,,
PLT_00209,cucumber,pipino_japanese,2024-10-02,95,wet,tropical_highland,30.4,84.1,18.5,5.0,6.4,57.9,silty,organic,weekly,twice_daily,4,361.5,65,29,30.0,74,30,1,28,16,0.525,10,36,16,0.17,2.72
PLT_00210,bitter_gourd,ampalaya_hybrid,2024-01-03,80,dry,tropical_highland,34.5,60.9,0.9,8.8,6.7,69.5,silty,mixed,weekly,every_other_day,4,466.4,83,44,47.0,48,16,1,13,9,0.592,7,44,0,,
PLT_00211,sponge_gourd,patola_ridged,2024-10-17,36,wet,tropical_lowland,31.2,88.9,12.1,4.5,7.1,72.1,sandy,none,monthly,every_other_day,3,171.5,34,44,,0,0,0,0,0,0.4,10,48,0,,
PLT_00212,bottle_gourd,upo_long,2024-05-07,118,dry,tropical_lowland,30.4,60.1,4.5,9.9,6.4,75.2,silty,organic,none,daily,4,1051.1,100,46,48.0,65,30,1,28,17,0.63,7,55,17,1.23,20.91
PLT_00213,sponge_gourd,patola,2025-01-04,110,dry,subtropical,32.2,73.3,4.3,7.8,6.4,71.7,clay,chemical,weekly,twice_daily,4,709.8,100,39,36.0,81,30,1,27,16,0.574,4,47,16,0.31,4.96
PLT_00214,bottle_gourd,upo_long,2024-01-02,117,dry,subtropical,26.7,59.3,2.7,7.7,5.9,63.8,loamy,chemical,biweekly,every_other_day,3,674.9,100,49,47.0,57,27,0,25,10,0.461,9,58,10,3.33,33.3
PLT_00215,bitter_gourd,ampalaya_bilog,2025-05-04,70,dry,subtropical,30.0,59.0,6.2,9.2,6.8,65.6,silty,organic,weekly,daily,4,473.4,84,38,40.0,46,16,1,13,11,0.743,5,50,0,,
PLT_00216,bitter_gourd,ampalaya_hybrid,2024-05-26,57,dry,tropical_lowland,31.3,70.7,4.5,8.9,6.1,71.2,loamy,chemical,none,twice_daily,4,339.0,46,38,35.0,27,7,1,7,5,0.536,6,42,0,,
PLT_00217,bitter_gourd,ampalaya_hybrid,2024-05-23,47,dry,subtropical,24.2,61.0,5.0,7.2,6.5,77.8,silty,mixed,none,twice_daily,4,245.8,35,41,42.0,8,3,0,0,0,0.531,6,50,0,,
PLT_00218,squash,kalabasa_native,2025-09-06,107,wet,tropical_lowland,31.3,86.3,23.7,4.3,6.2,59.3,loamy,mixed,biweekly,every_other_day,3,616.1,94,44,44.0,79,26,0,25,13,0.505,3,56,13,4.26,55.38
PLT_00219,bitter_gourd,ampalaya_bilog,2025-01-30,70,dry,subtropical,27.4,73.3,9.5,8.0,6.3,65.2,silty,organic,weekly,twice_daily,4,396.2,59,38,40.0,49,13,0,13,9,0.582,8,50,0,,
PLT_00220,cucumber,pipino,2024-06-25,57,wet,subtropical,31.2,85.0,18.8,5.8,6.0,70.2,loamy,organic,weekly,twice_daily,5,262.8,39,31,33.0,18,11,1,10,9,0.678,7,39,0,,
PLT_00221,cucumber,pipino_japanese,2025-05-28,40,dry,tropical_highland,29.7,58.2,0.8,7.1,6.0,76.7,silty,organic,biweekly,twice_daily,4,132.6,23,29,30.0,13,6,0,3,0,0.465,8,34,0,,
PLT_00222,bitter_gourd,ampalaya_oblong,2025-10-11,41,wet,tropical_highland,27.3,89.2,22.3,5.7,6.4,62.9,silty,chemical,weekly,daily,4,250.4,44,45,,0,0,1,0,0,0.514,4,44,0,,
PLT_00223,squash,kalabasa,2025-09-18,120,wet,subtropical,28.5,87.4,22.6,5.6,6.0,68.2,clay,chemical,weekly,daily,3,514.3,81,43,44.0,77,25,1,22,12,0.517,8,57,12,3.28,39.36
PLT_00224,bottle_gourd,upo_long,2024-09-22,72,wet,tropical_highland,28.5,70.4,25.9,4.2,6.5,66.8,sandy,mixed,weekly,daily,4,432.9,77,48,48.0,28,14,0,10,6,0.564,4,60,0,,
PLT_00225,sponge_gourd,patola,2025-06-07,62,wet,tropical_lowland,31.0,86.4,26.9,5.5,6.3,73.7,silty,chemical,monthly,daily,3,345.0,57,40,43.0,10,5,1,1,0,0.539,3,52,0,,
PLT_00226,bottle_gourd,upo_smooth,2024-01-13,52,dry,tropical_lowland,33.9,59.1,0.7,9.6,6.3,66.3,silty,mixed,none,daily,4,338.1,57,45,45.0,3,1,1,1,0,0.469,8,58,0,,
PLT_00227,sponge_gourd,patola,2024-11-23,58,wet,tropical_highland,27.3,77.0,17.5,4.2,6.3,63.9,clay,organic,weekly,daily,5,495.5,82,38,41.0,32,16,1,15,11,0.84,10,45,0,,
PLT_00228,sponge_gourd,patola,2024-11-14,67,wet,subtropical,29.3,71.3,25.3,5.8,6.9,72.6,silty,organic,monthly,daily,5,382.0,71,36,36.0,48,18,1,15,13,0.784,8,45,0,,
PLT_00229,squash,kalabasa,2024-07-19,59,wet,subtropical,27.0,73.9,27.8,6.2,7.1,72.8,sandy,organic,none,daily,5,696.6,100,42,42.0,38,14,0,10,7,0.69,3,58,0,,
PLT_00230,bitter_gourd,ampalaya_bilog,2024-11-10,48,wet,subtropical,27.6,74.0,16.3,4.7,6.1,62.7,sandy,none,none,daily,3,164.3,32,46,45.0,5,2,0,0,0,0.325,9,54,0,,
PLT_00231,bitter_gourd,ampalaya_hybrid,2025-04-14,105,dry,tropical_highland,33.0,68.2,8.0,7.8,6.8,57.9,loamy,chemical,none,daily,4,522.2,83,43,46.0,89,25,1,22,10,0.507,7,50,10,0.24,2.4
PLT_00232,cucumber,pipino_native,2024-11-18,59,wet,tropical_lowland,30.0,86.3,25.6,6.3,6.1,52.7,clay,mixed,none,twice_daily,3,190.1,39,32,29.0,11,7,1,4,4,0.49,4,42,0,,
